properties.nombre,properties.libres,timestamp
Katalunia,344,2022-02-28 08:24:32.692449
Kontxa,549,2022-02-28 08:24:32.692449
Kursaal,0,2022-02-28 08:24:32.692449
Okendo,556,2022-02-28 08:24:32.692449
Ondarreta,0,2022-02-28 08:24:32.692449
Pio XII,432,2022-02-28 08:24:32.692449
San Martin,260,2022-02-28 08:24:32.692449
Txofre,10,2022-02-28 08:24:32.692449
Zuatzu,0,2022-02-28 08:24:32.692449
Arcco,0,2022-02-28 09:20:26.999942
Atotxa,194,2022-02-28 09:20:26.999942
Boulevard,337,2022-02-28 09:20:26.999942
Buen Pastor,328,2022-02-28 09:20:26.999942
Easo,153,2022-02-28 09:20:26.999942
Estación,312,2022-02-28 09:20:26.999942
Illumbe,0,2022-02-28 09:20:26.999942
Katalunia,344,2022-02-28 09:20:26.999942
Kontxa,549,2022-02-28 09:20:26.999942
Kursaal,0,2022-02-28 09:20:26.999942
Okendo,556,2022-02-28 09:20:26.999942
Ondarreta,0,2022-02-28 09:20:26.999942
Pio XII,432,2022-02-28 09:20:26.999942
San Martin,260,2022-02-28 09:20:26.999942
Txofre,10,2022-02-28 09:20:26.999942
Zuatzu,0,2022-02-28 09:20:26.999942
Arcco,0,2022-02-28 10:23:31.109912
Atotxa,194,2022-02-28 10:23:31.109912
Boulevard,337,2022-02-28 10:23:31.109912
Buen Pastor,328,2022-02-28 10:23:31.109912
Easo,153,2022-02-28 10:23:31.109912
Estación,312,2022-02-28 10:23:31.109912
Illumbe,0,2022-02-28 10:23:31.109912
Katalunia,344,2022-02-28 10:23:31.109912
Kontxa,549,2022-02-28 10:23:31.109912
Kursaal,0,2022-02-28 10:23:31.109912
Okendo,556,2022-02-28 10:23:31.109912
Ondarreta,0,2022-02-28 10:23:31.109912
Pio XII,432,2022-02-28 10:23:31.109912
San Martin,260,2022-02-28 10:23:31.109912
Txofre,10,2022-02-28 10:23:31.109912
Zuatzu,0,2022-02-28 10:23:31.109912
Arcco,0,2022-02-28 11:17:36.205660
Atotxa,194,2022-02-28 11:17:36.205660
Boulevard,337,2022-02-28 11:17:36.205660
Buen Pastor,328,2022-02-28 11:17:36.205660
Easo,153,2022-02-28 11:17:36.205660
Estación,312,2022-02-28 11:17:36.205660
Illumbe,0,2022-02-28 11:17:36.205660
Katalunia,344,2022-02-28 11:17:36.205660
Kontxa,549,2022-02-28 11:17:36.205660
Kursaal,0,2022-02-28 11:17:36.205660
Okendo,556,2022-02-28 11:17:36.205660
Ondarreta,0,2022-02-28 11:17:36.205660
Pio XII,432,2022-02-28 11:17:36.205660
San Martin,260,2022-02-28 11:17:36.205660
Txofre,10,2022-02-28 11:17:36.205660
Zuatzu,0,2022-02-28 11:17:36.205660
Arcco,0,2022-02-28 12:33:16.918399
Atotxa,194,2022-02-28 12:33:16.918399
Boulevard,337,2022-02-28 12:33:16.918399
Buen Pastor,328,2022-02-28 12:33:16.918399
Easo,153,2022-02-28 12:33:16.918399
Estación,312,2022-02-28 12:33:16.918399
Illumbe,0,2022-02-28 12:33:16.918399
Katalunia,344,2022-02-28 12:33:16.918399
Kontxa,549,2022-02-28 12:33:16.918399
Kursaal,0,2022-02-28 12:33:16.918399
Okendo,556,2022-02-28 12:33:16.918399
Ondarreta,0,2022-02-28 12:33:16.918399
Pio XII,432,2022-02-28 12:33:16.918399
San Martin,260,2022-02-28 12:33:16.918399
Txofre,10,2022-02-28 12:33:16.918399
Zuatzu,0,2022-02-28 12:33:16.918399
Arcco,0,2022-02-28 13:23:37.808674
Atotxa,194,2022-02-28 13:23:37.808674
Boulevard,337,2022-02-28 13:23:37.808674
Buen Pastor,328,2022-02-28 13:23:37.808674
Easo,153,2022-02-28 13:23:37.808674
Estación,312,2022-02-28 13:23:37.808674
Illumbe,0,2022-02-28 13:23:37.808674
Katalunia,344,2022-02-28 13:23:37.808674
Kontxa,549,2022-02-28 13:23:37.808674
Kursaal,0,2022-02-28 13:23:37.808674
Okendo,556,2022-02-28 13:23:37.808674
Ondarreta,0,2022-02-28 13:23:37.808674
Pio XII,432,2022-02-28 13:23:37.808674
San Martin,260,2022-02-28 13:23:37.808674
Txofre,10,2022-02-28 13:23:37.808674
Zuatzu,0,2022-02-28 13:23:37.808674
Arcco,0,2022-02-28 14:18:58.655783
Atotxa,194,2022-02-28 14:18:58.655783
Boulevard,337,2022-02-28 14:18:58.655783
Buen Pastor,328,2022-02-28 14:18:58.655783
Easo,153,2022-02-28 14:18:58.655783
Estación,312,2022-02-28 14:18:58.655783
Illumbe,0,2022-02-28 14:18:58.655783
Katalunia,344,2022-02-28 14:18:58.655783
Kontxa,549,2022-02-28 14:18:58.655783
Kursaal,0,2022-02-28 14:18:58.655783
Okendo,556,2022-02-28 14:18:58.655783
Ondarreta,0,2022-02-28 14:18:58.655783
Pio XII,432,2022-02-28 14:18:58.655783
San Martin,260,2022-02-28 14:18:58.655783
Txofre,10,2022-02-28 14:18:58.655783
Zuatzu,0,2022-02-28 14:18:58.655783
Arcco,0,2022-02-28 15:25:33.295423
Atotxa,194,2022-02-28 15:25:33.295423
Boulevard,337,2022-02-28 15:25:33.295423
Buen Pastor,328,2022-02-28 15:25:33.295423
Easo,153,2022-02-28 15:25:33.295423
Estación,312,2022-02-28 15:25:33.295423
Illumbe,0,2022-02-28 15:25:33.295423
Katalunia,344,2022-02-28 15:25:33.295423
Kontxa,549,2022-02-28 15:25:33.295423
Kursaal,0,2022-02-28 15:25:33.295423
Okendo,556,2022-02-28 15:25:33.295423
Ondarreta,0,2022-02-28 15:25:33.295423
Pio XII,432,2022-02-28 15:25:33.295423
San Martin,260,2022-02-28 15:25:33.295423
Txofre,10,2022-02-28 15:25:33.295423
Zuatzu,0,2022-02-28 15:25:33.295423
Arcco,0,2022-02-28 16:31:14.457156
Atotxa,194,2022-02-28 16:31:14.457156
Boulevard,337,2022-02-28 16:31:14.457156
Buen Pastor,328,2022-02-28 16:31:14.457156
Easo,153,2022-02-28 16:31:14.457156
Estación,312,2022-02-28 16:31:14.457156
Illumbe,0,2022-02-28 16:31:14.457156
Katalunia,344,2022-02-28 16:31:14.457156
Kontxa,549,2022-02-28 16:31:14.457156
Kursaal,0,2022-02-28 16:31:14.457156
Okendo,556,2022-02-28 16:31:14.457156
Ondarreta,0,2022-02-28 16:31:14.457156
Pio XII,432,2022-02-28 16:31:14.457156
San Martin,260,2022-02-28 16:31:14.457156
Txofre,10,2022-02-28 16:31:14.457156
Zuatzu,0,2022-02-28 16:31:14.457156
Arcco,0,2022-02-28 17:21:00.309202
Atotxa,194,2022-02-28 17:21:00.309202
Boulevard,337,2022-02-28 17:21:00.309202
Buen Pastor,328,2022-02-28 17:21:00.309202
Easo,153,2022-02-28 17:21:00.309202
Estación,312,2022-02-28 17:21:00.309202
Illumbe,0,2022-02-28 17:21:00.309202
Katalunia,344,2022-02-28 17:21:00.309202
Kontxa,549,2022-02-28 17:21:00.309202
