properties.nombre,properties.libres,timestamp
Pio XII,0,2025-01-14 12:31:37.404304
San Martin,0,2025-01-14 12:31:37.404304
Txofre,0,2025-01-14 12:31:37.404304
Zuatzu,0,2025-01-14 12:31:37.404304
Arcco Amara,0,2025-01-14 13:20:25.740308
Atotxa,134,2025-01-14 13:20:25.740308
Boulevard,-1,2025-01-14 13:20:25.740308
Buen Pastor,0,2025-01-14 13:20:25.740308
Easo,130,2025-01-14 13:20:25.740308
Estación,286,2025-01-14 13:20:25.740308
Illumbe,0,2025-01-14 13:20:25.740308
Katalunia,314,2025-01-14 13:20:25.740308
Kontxa,553,2025-01-14 13:20:25.740308
Kursaal,197,2025-01-14 13:20:25.740308
Okendo,530,2025-01-14 13:20:25.740308
Ondarreta,0,2025-01-14 13:20:25.740308
Pio XII,0,2025-01-14 13:20:25.740308
San Martin,0,2025-01-14 13:20:25.740308
Txofre,0,2025-01-14 13:20:25.740308
Zuatzu,0,2025-01-14 13:20:25.740308
Arcco Amara,0,2025-01-14 14:15:29.952088
Atotxa,134,2025-01-14 14:15:29.952088
Boulevard,-1,2025-01-14 14:15:29.952088
Buen Pastor,0,2025-01-14 14:15:29.952088
Easo,130,2025-01-14 14:15:29.952088
Estación,286,2025-01-14 14:15:29.952088
Illumbe,0,2025-01-14 14:15:29.952088
Katalunia,314,2025-01-14 14:15:29.952088
Kontxa,553,2025-01-14 14:15:29.952088
Kursaal,197,2025-01-14 14:15:29.952088
Okendo,530,2025-01-14 14:15:29.952088
Ondarreta,0,2025-01-14 14:15:29.952088
Pio XII,0,2025-01-14 14:15:29.952088
San Martin,0,2025-01-14 14:15:29.952088
Txofre,0,2025-01-14 14:15:29.952088
Zuatzu,0,2025-01-14 14:15:29.952088
Arcco Amara,0,2025-01-14 15:16:54.109308
Atotxa,134,2025-01-14 15:16:54.109308
Boulevard,-1,2025-01-14 15:16:54.109308
Buen Pastor,0,2025-01-14 15:16:54.109308
Easo,130,2025-01-14 15:16:54.109308
Estación,286,2025-01-14 15:16:54.109308
Illumbe,0,2025-01-14 15:16:54.109308
Katalunia,314,2025-01-14 15:16:54.109308
Kontxa,553,2025-01-14 15:16:54.109308
Kursaal,197,2025-01-14 15:16:54.109308
Okendo,530,2025-01-14 15:16:54.109308
Ondarreta,0,2025-01-14 15:16:54.109308
Pio XII,0,2025-01-14 15:16:54.109308
San Martin,0,2025-01-14 15:16:54.109308
Txofre,0,2025-01-14 15:16:54.109308
Zuatzu,0,2025-01-14 15:16:54.109308
Arcco Amara,0,2025-01-14 16:19:56.496246
Atotxa,134,2025-01-14 16:19:56.496246
Boulevard,-1,2025-01-14 16:19:56.496246
Buen Pastor,0,2025-01-14 16:19:56.496246
Easo,130,2025-01-14 16:19:56.496246
Estación,286,2025-01-14 16:19:56.496246
Illumbe,0,2025-01-14 16:19:56.496246
Katalunia,314,2025-01-14 16:19:56.496246
Kontxa,553,2025-01-14 16:19:56.496246
Kursaal,197,2025-01-14 16:19:56.496246
Okendo,530,2025-01-14 16:19:56.496246
Ondarreta,0,2025-01-14 16:19:56.496246
Pio XII,0,2025-01-14 16:19:56.496246
San Martin,0,2025-01-14 16:19:56.496246
Txofre,0,2025-01-14 16:19:56.496246
Zuatzu,0,2025-01-14 16:19:56.496246
Arcco Amara,0,2025-01-14 17:13:52.969096
Atotxa,134,2025-01-14 17:13:52.969096
Boulevard,-1,2025-01-14 17:13:52.969096
Buen Pastor,0,2025-01-14 17:13:52.969096
Easo,130,2025-01-14 17:13:52.969096
Estación,286,2025-01-14 17:13:52.969096
Illumbe,0,2025-01-14 17:13:52.969096
Katalunia,314,2025-01-14 17:13:52.969096
Kontxa,553,2025-01-14 17:13:52.969096
Kursaal,197,2025-01-14 17:13:52.969096
Okendo,530,2025-01-14 17:13:52.969096
Ondarreta,0,2025-01-14 17:13:52.969096
Pio XII,0,2025-01-14 17:13:52.969096
San Martin,0,2025-01-14 17:13:52.969096
Txofre,0,2025-01-14 17:13:52.969096
Zuatzu,0,2025-01-14 17:13:52.969096
Arcco Amara,0,2025-01-14 18:21:33.093884
Atotxa,134,2025-01-14 18:21:33.093884
Boulevard,-1,2025-01-14 18:21:33.093884
Buen Pastor,0,2025-01-14 18:21:33.093884
Easo,130,2025-01-14 18:21:33.093884
Estación,286,2025-01-14 18:21:33.093884
Illumbe,0,2025-01-14 18:21:33.093884
Katalunia,314,2025-01-14 18:21:33.093884
Kontxa,553,2025-01-14 18:21:33.093884
Kursaal,197,2025-01-14 18:21:33.093884
Okendo,530,2025-01-14 18:21:33.093884
Ondarreta,0,2025-01-14 18:21:33.093884
Pio XII,0,2025-01-14 18:21:33.093884
San Martin,0,2025-01-14 18:21:33.093884
Txofre,0,2025-01-14 18:21:33.093884
Zuatzu,0,2025-01-14 18:21:33.093884
Arcco Amara,0,2025-01-14 19:12:51.220386
Atotxa,134,2025-01-14 19:12:51.220386
Boulevard,-1,2025-01-14 19:12:51.220386
Buen Pastor,0,2025-01-14 19:12:51.220386
Easo,130,2025-01-14 19:12:51.220386
Estación,286,2025-01-14 19:12:51.220386
Illumbe,0,2025-01-14 19:12:51.220386
Katalunia,314,2025-01-14 19:12:51.220386
Kontxa,553,2025-01-14 19:12:51.220386
Kursaal,197,2025-01-14 19:12:51.220386
Okendo,530,2025-01-14 19:12:51.220386
Ondarreta,0,2025-01-14 19:12:51.220386
Pio XII,0,2025-01-14 19:12:51.220386
San Martin,0,2025-01-14 19:12:51.220386
Txofre,0,2025-01-14 19:12:51.220386
Zuatzu,0,2025-01-14 19:12:51.220386
Arcco Amara,0,2025-01-14 20:17:25.334095
Atotxa,134,2025-01-14 20:17:25.334095
Boulevard,-1,2025-01-14 20:17:25.334095
Buen Pastor,0,2025-01-14 20:17:25.334095
Easo,130,2025-01-14 20:17:25.334095
Estación,286,2025-01-14 20:17:25.334095
Illumbe,0,2025-01-14 20:17:25.334095
Katalunia,314,2025-01-14 20:17:25.334095
Kontxa,553,2025-01-14 20:17:25.334095
Kursaal,197,2025-01-14 20:17:25.334095
Okendo,530,2025-01-14 20:17:25.334095
Ondarreta,0,2025-01-14 20:17:25.334095
Pio XII,0,2025-01-14 20:17:25.334095
San Martin,0,2025-01-14 20:17:25.334095
Txofre,0,2025-01-14 20:17:25.334095
Zuatzu,0,2025-01-14 20:17:25.334095
Arcco Amara,0,2025-01-14 21:15:05.014831
Atotxa,134,2025-01-14 21:15:05.014831
Boulevard,-1,2025-01-14 21:15:05.014831
Buen Pastor,0,2025-01-14 21:15:05.014831
Easo,130,2025-01-14 21:15:05.014831
Estación,286,2025-01-14 21:15:05.014831
Illumbe,0,2025-01-14 21:15:05.014831
Katalunia,314,2025-01-14 21:15:05.014831
Kontxa,553,2025-01-14 21:15:05.014831
Kursaal,197,2025-01-14 21:15:05.014831
Okendo,530,2025-01-14 21:15:05.014831
Ondarreta,0,2025-01-14 21:15:05.014831
Pio XII,0,2025-01-14 21:15:05.014831
San Martin,0,2025-01-14 21:15:05.014831
Txofre,0,2025-01-14 21:15:05.014831
Zuatzu,0,2025-01-14 21:15:05.014831
Arcco Amara,0,2025-01-14 22:15:08.101219
Atotxa,134,2025-01-14 22:15:08.101219
Boulevard,-1,2025-01-14 22:15:08.101219
Buen Pastor,0,2025-01-14 22:15:08.101219
Easo,130,2025-01-14 22:15:08.101219
Estación,286,2025-01-14 22:15:08.101219
Illumbe,0,2025-01-14 22:15:08.101219
Katalunia,314,2025-01-14 22:15:08.101219
Kontxa,553,2025-01-14 22:15:08.101219
Kursaal,197,2025-01-14 22:15:08.101219
Okendo,530,2025-01-14 22:15:08.101219
Ondarreta,0,2025-01-14 22:15:08.101219
Pio XII,0,2025-01-14 22:15:08.101219
San Martin,0,2025-01-14 22:15:08.101219
Txofre,0,2025-01-14 22:15:08.101219
Zuatzu,0,2025-01-14 22:15:08.101219
Arcco Amara,0,2025-01-14 23:15:10.042007
Atotxa,134,2025-01-14 23:15:10.042007
Boulevard,-1,2025-01-14 23:15:10.042007
Buen Pastor,0,2025-01-14 23:15:10.042007
Easo,130,2025-01-14 23:15:10.042007
Estación,286,2025-01-14 23:15:10.042007
Illumbe,0,2025-01-14 23:15:10.042007
Katalunia,314,2025-01-14 23:15:10.042007
Kontxa,553,2025-01-14 23:15:10.042007
Kursaal,197,2025-01-14 23:15:10.042007
Okendo,530,2025-01-14 23:15:10.042007
Ondarreta,0,2025-01-14 23:15:10.042007
Pio XII,0,2025-01-14 23:15:10.042007
San Martin,0,2025-01-14 23:15:10.042007
Txofre,0,2025-01-14 23:15:10.042007
Zuatzu,0,2025-01-14 23:15:10.042007
Arcco Amara,0,2025-01-15 01:13:58.343191
Atotxa,134,2025-01-15 01:13:58.343191
Boulevard,-1,2025-01-15 01:13:58.343191
Buen Pastor,0,2025-01-15 01:13:58.343191
Easo,130,2025-01-15 01:13:58.343191
Estación,286,2025-01-15 01:13:58.343191
Illumbe,0,2025-01-15 01:13:58.343191
Katalunia,314,2025-01-15 01:13:58.343191
Kontxa,553,2025-01-15 01:13:58.343191
Kursaal,197,2025-01-15 01:13:58.343191
Okendo,530,2025-01-15 01:13:58.343191
Ondarreta,0,2025-01-15 01:13:58.343191
Pio XII,0,2025-01-15 01:13:58.343191
San Martin,0,2025-01-15 01:13:58.343191
Txofre,0,2025-01-15 01:13:58.343191
Zuatzu,0,2025-01-15 01:13:58.343191
Arcco Amara,0,2025-01-15 02:42:27.726652
Atotxa,134,2025-01-15 02:42:27.726652
Boulevard,-1,2025-01-15 02:42:27.726652
Buen Pastor,0,2025-01-15 02:42:27.726652
Easo,130,2025-01-15 02:42:27.726652
Estación,286,2025-01-15 02:42:27.726652
Illumbe,0,2025-01-15 02:42:27.726652
Katalunia,314,2025-01-15 02:42:27.726652
Kontxa,553,2025-01-15 02:42:27.726652
Kursaal,197,2025-01-15 02:42:27.726652
Okendo,530,2025-01-15 02:42:27.726652
Ondarreta,0,2025-01-15 02:42:27.726652
Pio XII,0,2025-01-15 02:42:27.726652
San Martin,0,2025-01-15 02:42:27.726652
Txofre,0,2025-01-15 02:42:27.726652
Zuatzu,0,2025-01-15 02:42:27.726652
Arcco Amara,0,2025-01-15 03:17:41.924979
Atotxa,134,2025-01-15 03:17:41.924979
Boulevard,-1,2025-01-15 03:17:41.924979
Buen Pastor,0,2025-01-15 03:17:41.924979
Easo,130,2025-01-15 03:17:41.924979
Estación,286,2025-01-15 03:17:41.924979
Illumbe,0,2025-01-15 03:17:41.924979
Katalunia,314,2025-01-15 03:17:41.924979
Kontxa,553,2025-01-15 03:17:41.924979
Kursaal,197,2025-01-15 03:17:41.924979
Okendo,530,2025-01-15 03:17:41.924979
Ondarreta,0,2025-01-15 03:17:41.924979
Pio XII,0,2025-01-15 03:17:41.924979
San Martin,0,2025-01-15 03:17:41.924979
Txofre,0,2025-01-15 03:17:41.924979
Zuatzu,0,2025-01-15 03:17:41.924979
Arcco Amara,0,2025-01-15 04:19:10.427458
Atotxa,134,2025-01-15 04:19:10.427458
Boulevard,-1,2025-01-15 04:19:10.427458
Buen Pastor,0,2025-01-15 04:19:10.427458
Easo,130,2025-01-15 04:19:10.427458
Estación,286,2025-01-15 04:19:10.427458
Illumbe,0,2025-01-15 04:19:10.427458
Katalunia,314,2025-01-15 04:19:10.427458
Kontxa,553,2025-01-15 04:19:10.427458
Kursaal,197,2025-01-15 04:19:10.427458
Okendo,530,2025-01-15 04:19:10.427458
Ondarreta,0,2025-01-15 04:19:10.427458
Pio XII,0,2025-01-15 04:19:10.427458
San Martin,0,2025-01-15 04:19:10.427458
Txofre,0,2025-01-15 04:19:10.427458
Zuatzu,0,2025-01-15 04:19:10.427458
Arcco Amara,0,2025-01-15 05:16:19.129018
Atotxa,134,2025-01-15 05:16:19.129018
Boulevard,-1,2025-01-15 05:16:19.129018
Buen Pastor,0,2025-01-15 05:16:19.129018
Easo,130,2025-01-15 05:16:19.129018
Estación,286,2025-01-15 05:16:19.129018
Illumbe,0,2025-01-15 05:16:19.129018
Katalunia,314,2025-01-15 05:16:19.129018
Kontxa,553,2025-01-15 05:16:19.129018
Kursaal,197,2025-01-15 05:16:19.129018
Okendo,530,2025-01-15 05:16:19.129018
Ondarreta,0,2025-01-15 05:16:19.129018
Pio XII,0,2025-01-15 05:16:19.129018
San Martin,0,2025-01-15 05:16:19.129018
Txofre,0,2025-01-15 05:16:19.129018
Zuatzu,0,2025-01-15 05:16:19.129018
Arcco Amara,0,2025-01-15 06:22:28.901439
Atotxa,134,2025-01-15 06:22:28.901439
Boulevard,-1,2025-01-15 06:22:28.901439
Buen Pastor,0,2025-01-15 06:22:28.901439
Easo,130,2025-01-15 06:22:28.901439
Estación,286,2025-01-15 06:22:28.901439
Illumbe,0,2025-01-15 06:22:28.901439
Katalunia,314,2025-01-15 06:22:28.901439
Kontxa,553,2025-01-15 06:22:28.901439
Kursaal,197,2025-01-15 06:22:28.901439
Okendo,530,2025-01-15 06:22:28.901439
Ondarreta,0,2025-01-15 06:22:28.901439
Pio XII,0,2025-01-15 06:22:28.901439
San Martin,0,2025-01-15 06:22:28.901439
Txofre,0,2025-01-15 06:22:28.901439
Zuatzu,0,2025-01-15 06:22:28.901439
Arcco Amara,0,2025-01-15 07:14:56.307436
Atotxa,134,2025-01-15 07:14:56.307436
Boulevard,-1,2025-01-15 07:14:56.307436
Buen Pastor,0,2025-01-15 07:14:56.307436
Easo,130,2025-01-15 07:14:56.307436
Estación,286,2025-01-15 07:14:56.307436
Illumbe,0,2025-01-15 07:14:56.307436
Katalunia,314,2025-01-15 07:14:56.307436
Kontxa,553,2025-01-15 07:14:56.307436
Kursaal,197,2025-01-15 07:14:56.307436
Okendo,530,2025-01-15 07:14:56.307436
Ondarreta,0,2025-01-15 07:14:56.307436
Pio XII,0,2025-01-15 07:14:56.307436
San Martin,0,2025-01-15 07:14:56.307436
Txofre,0,2025-01-15 07:14:56.307436
Zuatzu,0,2025-01-15 07:14:56.307436
Arcco Amara,0,2025-01-15 08:20:58.552617
Atotxa,134,2025-01-15 08:20:58.552617
Boulevard,-1,2025-01-15 08:20:58.552617
Buen Pastor,0,2025-01-15 08:20:58.552617
Easo,130,2025-01-15 08:20:58.552617
Estación,286,2025-01-15 08:20:58.552617
Illumbe,0,2025-01-15 08:20:58.552617
Katalunia,314,2025-01-15 08:20:58.552617
Kontxa,553,2025-01-15 08:20:58.552617
Kursaal,197,2025-01-15 08:20:58.552617
Okendo,530,2025-01-15 08:20:58.552617
Ondarreta,0,2025-01-15 08:20:58.552617
Pio XII,0,2025-01-15 08:20:58.552617
San Martin,0,2025-01-15 08:20:58.552617
Txofre,0,2025-01-15 08:20:58.552617
Zuatzu,0,2025-01-15 08:20:58.552617
Arcco Amara,0,2025-01-15 09:16:42.102398
Atotxa,134,2025-01-15 09:16:42.102398
Boulevard,-1,2025-01-15 09:16:42.102398
Buen Pastor,0,2025-01-15 09:16:42.102398
Easo,130,2025-01-15 09:16:42.102398
Estación,286,2025-01-15 09:16:42.102398
Illumbe,0,2025-01-15 09:16:42.102398
Katalunia,314,2025-01-15 09:16:42.102398
Kontxa,553,2025-01-15 09:16:42.102398
Kursaal,197,2025-01-15 09:16:42.102398
Okendo,530,2025-01-15 09:16:42.102398
Ondarreta,0,2025-01-15 09:16:42.102398
Pio XII,0,2025-01-15 09:16:42.102398
San Martin,0,2025-01-15 09:16:42.102398
Txofre,0,2025-01-15 09:16:42.102398
Zuatzu,0,2025-01-15 09:16:42.102398
Arcco Amara,0,2025-01-15 10:16:55.565365
Atotxa,134,2025-01-15 10:16:55.565365
Boulevard,-1,2025-01-15 10:16:55.565365
Buen Pastor,0,2025-01-15 10:16:55.565365
Easo,130,2025-01-15 10:16:55.565365
Estación,286,2025-01-15 10:16:55.565365
Illumbe,0,2025-01-15 10:16:55.565365
Katalunia,314,2025-01-15 10:16:55.565365
Kontxa,553,2025-01-15 10:16:55.565365
Kursaal,197,2025-01-15 10:16:55.565365
Okendo,530,2025-01-15 10:16:55.565365
Ondarreta,0,2025-01-15 10:16:55.565365
Pio XII,0,2025-01-15 10:16:55.565365
San Martin,0,2025-01-15 10:16:55.565365
Txofre,0,2025-01-15 10:16:55.565365
Zuatzu,0,2025-01-15 10:16:55.565365
Arcco Amara,0,2025-01-15 11:14:18.513977
Atotxa,134,2025-01-15 11:14:18.513977
Boulevard,-1,2025-01-15 11:14:18.513977
Buen Pastor,0,2025-01-15 11:14:18.513977
Easo,130,2025-01-15 11:14:18.513977
Estación,286,2025-01-15 11:14:18.513977
Illumbe,0,2025-01-15 11:14:18.513977
Katalunia,314,2025-01-15 11:14:18.513977
Kontxa,553,2025-01-15 11:14:18.513977
Kursaal,197,2025-01-15 11:14:18.513977
Okendo,530,2025-01-15 11:14:18.513977
Ondarreta,0,2025-01-15 11:14:18.513977
Pio XII,0,2025-01-15 11:14:18.513977
San Martin,0,2025-01-15 11:14:18.513977
Txofre,0,2025-01-15 11:14:18.513977
Zuatzu,0,2025-01-15 11:14:18.513977
Arcco Amara,0,2025-01-15 12:32:04.699626
Atotxa,134,2025-01-15 12:32:04.699626
Boulevard,-1,2025-01-15 12:32:04.699626
Buen Pastor,0,2025-01-15 12:32:04.699626
Easo,130,2025-01-15 12:32:04.699626
Estación,286,2025-01-15 12:32:04.699626
Illumbe,0,2025-01-15 12:32:04.699626
Katalunia,314,2025-01-15 12:32:04.699626
Kontxa,553,2025-01-15 12:32:04.699626
Kursaal,197,2025-01-15 12:32:04.699626
Okendo,530,2025-01-15 12:32:04.699626
Ondarreta,0,2025-01-15 12:32:04.699626
Pio XII,0,2025-01-15 12:32:04.699626
San Martin,0,2025-01-15 12:32:04.699626
Txofre,0,2025-01-15 12:32:04.699626
Zuatzu,0,2025-01-15 12:32:04.699626
Arcco Amara,0,2025-01-15 13:21:15.054304
Atotxa,134,2025-01-15 13:21:15.054304
Boulevard,-1,2025-01-15 13:21:15.054304
Buen Pastor,0,2025-01-15 13:21:15.054304
Easo,130,2025-01-15 13:21:15.054304
Estación,286,2025-01-15 13:21:15.054304
Illumbe,0,2025-01-15 13:21:15.054304
Katalunia,314,2025-01-15 13:21:15.054304
Kontxa,553,2025-01-15 13:21:15.054304
Kursaal,197,2025-01-15 13:21:15.054304
Okendo,530,2025-01-15 13:21:15.054304
Ondarreta,0,2025-01-15 13:21:15.054304
Pio XII,0,2025-01-15 13:21:15.054304
San Martin,0,2025-01-15 13:21:15.054304
Txofre,0,2025-01-15 13:21:15.054304
Zuatzu,0,2025-01-15 13:21:15.054304
Arcco Amara,0,2025-01-15 14:15:17.586516
Atotxa,134,2025-01-15 14:15:17.586516
Boulevard,-1,2025-01-15 14:15:17.586516
Buen Pastor,0,2025-01-15 14:15:17.586516
Easo,130,2025-01-15 14:15:17.586516
Estación,286,2025-01-15 14:15:17.586516
Illumbe,0,2025-01-15 14:15:17.586516
Katalunia,314,2025-01-15 14:15:17.586516
Kontxa,553,2025-01-15 14:15:17.586516
Kursaal,197,2025-01-15 14:15:17.586516
Okendo,530,2025-01-15 14:15:17.586516
Ondarreta,0,2025-01-15 14:15:17.586516
Pio XII,0,2025-01-15 14:15:17.586516
San Martin,0,2025-01-15 14:15:17.586516
Txofre,0,2025-01-15 14:15:17.586516
Zuatzu,0,2025-01-15 14:15:17.586516
Arcco Amara,0,2025-01-15 15:17:14.674477
Atotxa,134,2025-01-15 15:17:14.674477
Boulevard,-1,2025-01-15 15:17:14.674477
Buen Pastor,0,2025-01-15 15:17:14.674477
Easo,130,2025-01-15 15:17:14.674477
Estación,286,2025-01-15 15:17:14.674477
Illumbe,0,2025-01-15 15:17:14.674477
Katalunia,314,2025-01-15 15:17:14.674477
Kontxa,553,2025-01-15 15:17:14.674477
Kursaal,197,2025-01-15 15:17:14.674477
Okendo,530,2025-01-15 15:17:14.674477
Ondarreta,0,2025-01-15 15:17:14.674477
Pio XII,0,2025-01-15 15:17:14.674477
San Martin,0,2025-01-15 15:17:14.674477
Txofre,0,2025-01-15 15:17:14.674477
Zuatzu,0,2025-01-15 15:17:14.674477
Arcco Amara,0,2025-01-15 16:19:58.187984
Atotxa,134,2025-01-15 16:19:58.187984
Boulevard,-1,2025-01-15 16:19:58.187984
Buen Pastor,0,2025-01-15 16:19:58.187984
Easo,130,2025-01-15 16:19:58.187984
Estación,286,2025-01-15 16:19:58.187984
Illumbe,0,2025-01-15 16:19:58.187984
Katalunia,314,2025-01-15 16:19:58.187984
Kontxa,553,2025-01-15 16:19:58.187984
Kursaal,197,2025-01-15 16:19:58.187984
Okendo,530,2025-01-15 16:19:58.187984
Ondarreta,0,2025-01-15 16:19:58.187984
Pio XII,0,2025-01-15 16:19:58.187984
San Martin,0,2025-01-15 16:19:58.187984
Txofre,0,2025-01-15 16:19:58.187984
Zuatzu,0,2025-01-15 16:19:58.187984
Arcco Amara,0,2025-01-15 17:13:59.266024
Atotxa,134,2025-01-15 17:13:59.266024
Boulevard,-1,2025-01-15 17:13:59.266024
Buen Pastor,0,2025-01-15 17:13:59.266024
Easo,130,2025-01-15 17:13:59.266024
Estación,286,2025-01-15 17:13:59.266024
Illumbe,0,2025-01-15 17:13:59.266024
Katalunia,314,2025-01-15 17:13:59.266024
Kontxa,553,2025-01-15 17:13:59.266024
Kursaal,197,2025-01-15 17:13:59.266024
Okendo,530,2025-01-15 17:13:59.266024
Ondarreta,0,2025-01-15 17:13:59.266024
Pio XII,0,2025-01-15 17:13:59.266024
San Martin,0,2025-01-15 17:13:59.266024
Txofre,0,2025-01-15 17:13:59.266024
Zuatzu,0,2025-01-15 17:13:59.266024
Arcco Amara,0,2025-01-15 18:21:34.997923
Atotxa,134,2025-01-15 18:21:34.997923
Boulevard,-1,2025-01-15 18:21:34.997923
Buen Pastor,0,2025-01-15 18:21:34.997923
Easo,130,2025-01-15 18:21:34.997923
Estación,286,2025-01-15 18:21:34.997923
Illumbe,0,2025-01-15 18:21:34.997923
Katalunia,314,2025-01-15 18:21:34.997923
Kontxa,553,2025-01-15 18:21:34.997923
Kursaal,197,2025-01-15 18:21:34.997923
Okendo,530,2025-01-15 18:21:34.997923
Ondarreta,0,2025-01-15 18:21:34.997923
Pio XII,0,2025-01-15 18:21:34.997923
San Martin,0,2025-01-15 18:21:34.997923
Txofre,0,2025-01-15 18:21:34.997923
Zuatzu,0,2025-01-15 18:21:34.997923
Arcco Amara,0,2025-01-15 19:12:40.285415
Atotxa,134,2025-01-15 19:12:40.285415
Boulevard,-1,2025-01-15 19:12:40.285415
Buen Pastor,0,2025-01-15 19:12:40.285415
Easo,130,2025-01-15 19:12:40.285415
Estación,286,2025-01-15 19:12:40.285415
Illumbe,0,2025-01-15 19:12:40.285415
Katalunia,314,2025-01-15 19:12:40.285415
Kontxa,553,2025-01-15 19:12:40.285415
Kursaal,197,2025-01-15 19:12:40.285415
Okendo,530,2025-01-15 19:12:40.285415
Ondarreta,0,2025-01-15 19:12:40.285415
Pio XII,0,2025-01-15 19:12:40.285415
San Martin,0,2025-01-15 19:12:40.285415
Txofre,0,2025-01-15 19:12:40.285415
Zuatzu,0,2025-01-15 19:12:40.285415
Arcco Amara,0,2025-01-15 20:17:14.905422
Atotxa,134,2025-01-15 20:17:14.905422
Boulevard,-1,2025-01-15 20:17:14.905422
Buen Pastor,0,2025-01-15 20:17:14.905422
Easo,130,2025-01-15 20:17:14.905422
Estación,286,2025-01-15 20:17:14.905422
Illumbe,0,2025-01-15 20:17:14.905422
Katalunia,314,2025-01-15 20:17:14.905422
Kontxa,553,2025-01-15 20:17:14.905422
Kursaal,197,2025-01-15 20:17:14.905422
Okendo,530,2025-01-15 20:17:14.905422
Ondarreta,0,2025-01-15 20:17:14.905422
Pio XII,0,2025-01-15 20:17:14.905422
San Martin,0,2025-01-15 20:17:14.905422
Txofre,0,2025-01-15 20:17:14.905422
Zuatzu,0,2025-01-15 20:17:14.905422
Arcco Amara,0,2025-01-15 21:14:39.959388
Atotxa,134,2025-01-15 21:14:39.959388
Boulevard,-1,2025-01-15 21:14:39.959388
Buen Pastor,0,2025-01-15 21:14:39.959388
Easo,130,2025-01-15 21:14:39.959388
Estación,286,2025-01-15 21:14:39.959388
Illumbe,0,2025-01-15 21:14:39.959388
Katalunia,314,2025-01-15 21:14:39.959388
Kontxa,553,2025-01-15 21:14:39.959388
Kursaal,197,2025-01-15 21:14:39.959388
Okendo,530,2025-01-15 21:14:39.959388
Ondarreta,0,2025-01-15 21:14:39.959388
Pio XII,0,2025-01-15 21:14:39.959388
San Martin,0,2025-01-15 21:14:39.959388
Txofre,0,2025-01-15 21:14:39.959388
Zuatzu,0,2025-01-15 21:14:39.959388
Arcco Amara,0,2025-01-15 22:14:41.878873
Atotxa,134,2025-01-15 22:14:41.878873
Boulevard,-1,2025-01-15 22:14:41.878873
Buen Pastor,0,2025-01-15 22:14:41.878873
Easo,130,2025-01-15 22:14:41.878873
Estación,286,2025-01-15 22:14:41.878873
Illumbe,0,2025-01-15 22:14:41.878873
Katalunia,314,2025-01-15 22:14:41.878873
Kontxa,553,2025-01-15 22:14:41.878873
Kursaal,197,2025-01-15 22:14:41.878873
Okendo,530,2025-01-15 22:14:41.878873
Ondarreta,0,2025-01-15 22:14:41.878873
Pio XII,0,2025-01-15 22:14:41.878873
San Martin,0,2025-01-15 22:14:41.878873
Txofre,0,2025-01-15 22:14:41.878873
Zuatzu,0,2025-01-15 22:14:41.878873
Arcco Amara,0,2025-01-15 23:15:57.912102
Atotxa,134,2025-01-15 23:15:57.912102
Boulevard,-1,2025-01-15 23:15:57.912102
Buen Pastor,0,2025-01-15 23:15:57.912102
Easo,130,2025-01-15 23:15:57.912102
Estación,286,2025-01-15 23:15:57.912102
Illumbe,0,2025-01-15 23:15:57.912102
Katalunia,314,2025-01-15 23:15:57.912102
Kontxa,553,2025-01-15 23:15:57.912102
Kursaal,197,2025-01-15 23:15:57.912102
Okendo,530,2025-01-15 23:15:57.912102
Ondarreta,0,2025-01-15 23:15:57.912102
Pio XII,0,2025-01-15 23:15:57.912102
San Martin,0,2025-01-15 23:15:57.912102
Txofre,0,2025-01-15 23:15:57.912102
Zuatzu,0,2025-01-15 23:15:57.912102
Arcco Amara,0,2025-01-16 01:13:33.340544
Atotxa,134,2025-01-16 01:13:33.340544
Boulevard,-1,2025-01-16 01:13:33.340544
Buen Pastor,0,2025-01-16 01:13:33.340544
Easo,130,2025-01-16 01:13:33.340544
Estación,286,2025-01-16 01:13:33.340544
Illumbe,0,2025-01-16 01:13:33.340544
Katalunia,314,2025-01-16 01:13:33.340544
Kontxa,553,2025-01-16 01:13:33.340544
Kursaal,197,2025-01-16 01:13:33.340544
Okendo,530,2025-01-16 01:13:33.340544
Ondarreta,0,2025-01-16 01:13:33.340544
Pio XII,0,2025-01-16 01:13:33.340544
San Martin,0,2025-01-16 01:13:33.340544
Txofre,0,2025-01-16 01:13:33.340544
Zuatzu,0,2025-01-16 01:13:33.340544
Arcco Amara,0,2025-01-16 02:41:38.880595
Atotxa,134,2025-01-16 02:41:38.880595
Boulevard,-1,2025-01-16 02:41:38.880595
Buen Pastor,0,2025-01-16 02:41:38.880595
Easo,130,2025-01-16 02:41:38.880595
Estación,286,2025-01-16 02:41:38.880595
Illumbe,0,2025-01-16 02:41:38.880595
Katalunia,314,2025-01-16 02:41:38.880595
Kontxa,553,2025-01-16 02:41:38.880595
Kursaal,197,2025-01-16 02:41:38.880595
Okendo,530,2025-01-16 02:41:38.880595
Ondarreta,0,2025-01-16 02:41:38.880595
Pio XII,0,2025-01-16 02:41:38.880595
San Martin,0,2025-01-16 02:41:38.880595
Txofre,0,2025-01-16 02:41:38.880595
Zuatzu,0,2025-01-16 02:41:38.880595
Arcco Amara,0,2025-01-16 03:17:40.556022
Atotxa,134,2025-01-16 03:17:40.556022
